-0.2500000000000000000 0.0000000000000000000	5.1666666666666666665 0.0000000000000000000	3.4569314371603653601 0.0000000000000000000	2.3325140856794605595 0.0000000000000000000	1.6162768954901888724 0.0000000000000000000	1.2051169141401786322 0.0000000000000000000	1.0329311947982454759 0.0000000000000000000	1.0010387321936766681 0.0000000000000000000	1.0000010774721677259 0.0000000000000000000	1.0000000000011609446 0.0000000000000000000	|1.000000000 0.000000000
-0.2500000000000000000 0.2500000000000000000	-0.1666666666666666667 2.8333333333333333333	-0.1522050469018364381 1.8937402563086272955	-0.1926355348345622922 1.2772432222098214482	-0.3193219702898466114 0.9104188857445737037	-0.4925289583497232313 0.8306319865306690638	-0.4998316127462410083 0.8673860736856326708	-0.4999986950096727011 0.8660267529578193695	-0.4999999999968918141 0.8660254037827795552	|-0.500000000 0.866025404
-0.2500000000000000000 0.5000000000000000000	-0.8066666666666666667 1.1866666666666666666	-0.5973407623808586760 0.9416559168825312116	-0.5124515361764906667 0.8702692497924782420	-0.5001586764197533149 0.8659622437262541403	-0.4999999932424880797 0.8660253754116123734	-0.4999999999999999524 0.8660254037844394961	|-0.500000000 0.866025404
-0.2500000000000000000 0.7500000000000000000	-0.5933333333333333333 0.8200000000000000000	-0.4973055002669017284 0.8557278888517683743	-0.4999982145654303938 0.8661402591838780485	-0.4999999930523214637 0.8660254150000850401	-0.4999999999999998263 0.8660254037844386360	|-0.500000000 0.866025404
-0.2500000000000000000 1.0000000000000000000	-0.4434832756632064590 0.8143021914648212226	-0.5059787238617048494 0.8685635003653428268	-0.5000407049053750513 0.8660154819999344883	-0.5000000000798013038 0.8660254020309499828	-0.4999999999999999982 0.8660254037844386493	|-0.500000000 0.866025404
-0.2500000000000000000 1.2500000000000000000	-0.3560157790927021696 0.9122287968441814596	-0.4930660745132393094 0.8436180544017509482	-0.5000393961204200044 0.8665914619707669062	-0.4999998793717061080 0.8660257020715244697	-0.4999999999999004656 0.8660254037844671180	|-0.500000000 0.866025404
-0.2500000000000000000 1.5000000000000000000	-0.3030192354516678841 1.0467494521548575603	-0.4393045379826693709 0.8477844404456237366	-0.5036977654874595113 0.8638862426380132843	-0.4999909381695272279 0.8660095633119831815	-0.5000000001642270099 0.8660254040741777643	|-0.500000000 0.866025404
-0.2500000000000000000 1.7500000000000000000	-0.2690666666666666667 1.1965333333333333333	-0.3796614314926403606 0.8925627193422517722	-0.4988450937919283991 0.8502761981286183348	-0.4999041849315383285 0.8662608266684187169	-0.4999999378259368930 0.8660254212883412538	-0.4999999999999998946 0.8660254037844344761	|-0.500000000 0.866025404
-0.2500000000000000000 2.0000000000000000000	-0.2461932938856015779 1.3535305719921104536	-0.3289679685847075108 0.9643705484668301687	-0.4734398992749217433 0.8391226176011691832	-0.5013012347633212774 0.8667758396638969211	-0.5000022524586996702 0.8660254038766896768	-0.5000000000025371526 0.8660254037800450271	|-0.500000000 0.866025404
-0.2500000000000000000 2.2500000000000000000	-0.2301209597461828277 1.5142772159428911363	-0.2890857474853190539 1.0517283594472845610	-0.4335430755429420155 0.8443584365201486790	-0.5046387119962475355 0.8635921231459810408	-0.4999884250288417705 0.8660005354535587222	-0.5000000002563512979 0.8660254044918648608	|-0.500000000 0.866025404
-0.2500000000000000000 2.5000000000000000000	-0.2184262980753520897 1.6771231578603404895	-0.2582619158151146699 1.1479296939985794905	-0.3897459587567494506 0.8684045842021215839	-0.5043727118901945417 0.8538073208393988440	-0.4998398273577199495 0.8660832373933694749	-0.4999999951040761922 0.8660253751995252237	-0.4999999999999998458 0.8660254037844394736	|-0.500000000 0.866025404
-0.2500000000000000000 2.7500000000000000000	-0.2096658604317835707 1.8412165188569380991	-0.2343595374967756014 1.2493015167923638165	-0.3485243670390614586 0.9076413408085527663	-0.4943521437699339119 0.8411058252752513804	-0.4999405433451003427 0.8666975435093471527	-0.4999997070590401037 0.8660257519006450246	-0.4999999999998056846 0.8660254037843673011	|-0.500000000 0.866025404
-0.2500000000000000000 3.0000000000000000000	-0.2029409433214427269 2.0060879904875148633	-0.2156220711054406428 1.3538124280506209800	-0.3123428442078425241 0.9576436711642683497	-0.4735770315473635498 0.8321251593431137944	-0.5014166861297698906 0.8673770965195905717	-0.5000033969066417311 0.8660271609817000870	-0.5000000000145642294 0.8660254037830887456	|-0.500000000 0.866025404
-0.2500000000000000000 3.2500000000000000000	-0.1976701268742791234 2.1714648212226066897	-0.2007391452419074121 1.4603029135940418468	-0.2815489552738266915 1.0149306612715175975	-0.4452330557031359606 0.8314160646197700791	-0.5045361749564691498 0.8661930172575052267	-0.5000116406468514722 0.8660084824616185666	-0.4999999995834125246 0.8660254037180720093	|-0.500000000 0.866025404
-0.2500000000000000000 3.5000000000000000000	-0.1934645743684884091 2.3371812380289795322	-0.1887592370423869198 1.5680863859579009332	-0.2556482276040226085 1.0771020183173693825	-0.4134178093138986553 0.8402981642204924854	-0.5075487170414099191 0.8613031105420765231	-0.4999563657134136158 0.8659591739991323676	-0.5000000037646473975 0.8660254088246871623	-0.5000000000000000273 0.8660254037844386755	|-0.500000000 0.866025404
-0.2500000000000000000 3.7500000000000000000	-0.1900566476100973712 2.5031325867334951836	-0.1789930376786331608 1.6767413871823005970	-0.2339134616586873695 1.1425735591323530366	-0.3812900786236389972 0.8580207580676038373	-0.5075935641403329291 0.8526456265508241879	-0.4997608711396460863 0.8660246692672222069	-0.5000000288862852568 0.8660253544230826137	-0.4999999999999967293 0.8660254037844386084	|-0.500000000 0.866025404
-0.2500000000000000000 4.0000000000000000000	-0.1872574401832982584 2.6692506068726753370	-0.1709374609863845742 1.7860004363259145102	-0.2156296743045364582 1.2103087430065374995	-0.3507368328244873406 0.8830430512422509138	-0.5024287598344242672 0.8420371552490088989	-0.4995955582252198813 0.8664642347217272987	-0.4999996780539911068 0.8660252516977282170	-0.5000000000001250671 0.8660254037844178791	|-0.500000000 0.866025404
-0.2500000000000000000 4.2500000000000000000	-0.1849306381292112565 2.8354894966309948474	-0.1642211261092881231 1.8956885759728662889	-0.2001748986580668235 1.2796246385623247037	-0.3226643539113596196 0.9137666631184593686	-0.4913609422121104735 0.8320665481688987451	-0.4999504575832609461 0.8673098326738970185	-0.4999990687263982524 0.8660267656330155128	-0.4999999999973096415 0.8660254037840254786	|-0.500000000 0.866025404
-0.2500000000000000000 4.5000000000000000000	-0.1829759368836291913 3.0018177514792899409	-0.1585663576984050259 2.0056882301142664124	-0.1870345739846335045 1.3500649880133955182	-0.2973691316973920423 0.9488247033917111993	-0.4750823401175325634 0.8249760998413356940	-0.5013270431041259159 0.8681002573950379068	-0.5000034849049225721 0.8660303446586369565	-0.5000000000236892284 0.8660254038122810360	|-0.500000000 0.866025404
-0.2500000000000000000 4.7500000000000000000	-0.1813182340791388134 3.1682132210046498378	-0.1537628417817305949 2.1159184496533079451	-0.1757921175020266158 1.4213198108071778805	-0.2748156347669034256 0.9871420774038619057	-0.4550084231034822855 0.8221436796206105006	-0.5038195659539657883 0.8679859087487180679	-0.5000182604208951072 0.8660236513181469293	-0.5000000001097649183 0.8660254034663331459	|-0.500000000 0.866025404
-0.2500000000000000000 5.0000000000000000000	-0.1799004152130065526 3.3346600249169263044	-0.1496492756363324689 2.2263222823700923516	-0.1661130293697350068 1.4931747633587191003	-0.2548092479512899325 1.0279059690714228754	-0.4326756336072813454 0.8240946232077437875	-0.5069243644262773387 0.8661134147081336832	-0.5000252278839924968 0.8659848881402511751	-0.4999999977270341182 0.8660254036325997917	-0.5000000000000000031 0.8660254037844386427	|-0.500000000 0.866025404
-0.5000000000000000000 0.0000000000000000000	1.0000000000000000000 0.0000000000000000000	|1.000000000 0.000000000
-0.5000000000000000000 0.2500000000000000000	0.3066666666666666667 1.0200000000000000000	-0.0406687082423742820 0.5179649303893457759	-1.2468156313318560459 0.5380312898331320060	-0.7071996703354100394 0.4902051687547602665	-0.3134881020050522321 0.7483618507096011228	-0.5641574769275012376 0.8597913918030491991	-0.5015791765643726841 0.8623482547520571461	-0.4999843626949634631 0.8660290920795345047	-0.5000000000155596815 0.8660254035267776086	|-0.500000000 0.866025404
-0.5000000000000000000 0.5000000000000000000	-0.3333333333333333333 1.0000000000000000000	-0.4622222222222222222 0.8466666666666666667	-0.5018742424880275374 0.8657762898225568882	-0.5000009238208094124 0.8660219539373514627	-0.4999999999889558252 0.8660254037908194392	|-0.500000000 0.866025404
-0.5000000000000000000 0.7500000000000000000	-0.4911242603550295858 0.8786982248520710059	-0.4997656150249009997 0.8659884910312579505	-0.5000000417712475371 0.8660253660222045688	-0.4999999999999974274 0.8660254037844367932	|-0.500000000 0.866025404
-0.5000000000000000000 1.0000000000000000000	-0.4933333333333333333 0.8800000000000000000	-0.4997666372155798368 0.8660663730033116582	-0.5000000098149112016 0.8660253485062781156	-0.4999999999999975806 0.8660254037844406671	|-0.500000000 0.866025404
-0.5000000000000000000 1.2500000000000000000	-0.4665081252477209671 0.9601664684898929845	-0.4917909943276066374 0.8700687632259275321	-0.4999670645549795848 0.8659483490236160460	-0.5000000019694376558 0.8660254105256006538	-0.5000000000000000022 0.8660254037844386961	|-0.500000000 0.866025404
-0.5000000000000000000 1.5000000000000000000	-0.4400000000000000000 1.0800000000000000000	-0.4686505190311418685 0.8912802768166089966	-0.4987572768270030202 0.8650091208990418694	-0.5000024487956079476 0.8660262235313380357	-0.5000000000061392036 0.8660254037818348083	|-0.500000000 0.866025404
-0.5000000000000000000 1.7500000000000000000	-0.4187729915747003679 1.2198291206835172659	-0.4373235041235012315 0.9363078005213112120	-0.4918831547385056534 0.8635639958514587981	-0.5000647997336040880 0.8659928034530423841	-0.4999999979096449554 0.8660253989557213014	-0.5000000000000000080 0.8660254037844386732	|-0.500000000 0.866025404
-0.5000000000000000000 2.0000000000000000000	-0.4025374855824682815 1.3702422145328719723	-0.4058214784464840911 1.0018887190142490425	-0.4754045437764573096 0.8664560120604434443	-0.5002726029985821843 0.8654744987525455843	-0.4999996250883183392 0.8660254518513560261	-0.5000000000000379111 0.8660254037843008993	|-0.500000000 0.866025404
-0.5000000000000000000 2.2500000000000000000	-0.3901730103806228374 1.5265743944636678201	-0.3779137326816147066 1.0821402976071657083	-0.4504929389691506832 0.8793681929874430261	-0.4998133640640321912 0.8633611613584321037	-0.4999973106214786606 0.8660320350993950528	-0.4999999999507400085 0.8660254037984239622	|-0.500000000 0.866025404
-0.5000000000000000000 2.5000000000000000000	-0.3806706114398422091 1.6863905325443786982	-0.3544925104716243767 1.1721692122139740022	-0.4213514215862160408 0.9046229191713636290	-0.4962739859033054017 0.8592984366721626327	-0.5000280063315678173 0.8660781806252601281	-0.5000000015594843582 0.8660254069952160438	-0.5000000000000000047 0.8660254037844386586	|-0.500000000 0.866025404
-0.5000000000000000000 2.7500000000000000000	-0.3732693333333333334 1.8483520000000000000	-0.3352447499095879531 1.2686141840546336178	-0.3918211479681331168 0.9413849803980390866	-0.4871334659326464926 0.8550594757307684078	-0.5002736010878014131 0.8661273738687199880	-0.5000000805352768655 0.8660253758882062447	-0.4999999999999989626 0.8660254037844314571	|-0.500000000 0.866025404
-0.5000000000000000000 3.0000000000000000000	-0.3674214755295836377 2.0116873630387143901	-0.3195102457777552620 1.3693015796178972094	-0.3641948264100760838 0.9874862962348906125	-0.4716446374876444653 0.8537026650434363959	-0.5009569403248515903 0.8657784724293935258	-0.5000000193313005858 0.8660244276111359294	-0.4999999999994910436 0.8660254037852447010	|-0.500000000 0.866025404
-0.5000000000000000000 3.2500000000000000000	-0.3627362535779121699 2.1759330415316248456	-0.3066187681634203129 1.4728425478773703465	-0.3394556515347145158 1.0406692870349108690	-0.4509879050660225383 0.8578118468264440431	-0.5018518413318236031 0.8642363483118349829	-0.4999943830262534279 0.8660218711196863809	-0.5000000000439045795 0.8660254037877656886	|-0.500000000 0.866025404
-0.5000000000000000000 3.5000000000000000000	-0.3589333333333333333 2.3408000000000000001	-0.2959950833541267345 1.5783424876659847904	-0.3178071006355255550 1.0990628953845736639	-0.4272299524303620773 0.8686197213028893090	-0.5019663865419958697 0.8608513753288875461	-0.4999707348992236937 0.8660349421913516220	-0.4999999998992048894 0.8660254028423801866	|-0.500000000 0.866025404
-0.5000000000000000000 3.7500000000000000000	-0.3558093857859308556 2.5061020956884880152	-0.2871755275921447704 1.6852156247828227807	-0.2990735054768386703 1.1612539505559426318	-0.4023543464739958401 0.8861447651138054443	-0.4998638484639640982 0.8557305025926408614	-0.4999481952401492873 0.8661193529830376028	-0.4999999884996282030 0.8660254042385481564	-0.5000000000000000570 0.8660254037844385272	|-0.500000000 0.866025404
-0.5000000000000000000 4.0000000000000000000	-0.3532149901380670612 2.6717159763313609467	-0.2797956739945298589 1.7930708613586152317	-0.2829315529680594646 1.2262167987214629723	-0.3778253241925367043 0.9096998882354134867	-0.4943358997415454734 0.8498442097275613226	-0.5000435891309106522 0.8663228811191717982	-0.4999999791835112459 0.8660254917130621012	-0.4999999999999931807 0.8660254037844431368	|-0.500000000 0.866025404
-0.5000000000000000000 4.2500000000000000000	-0.3510388395127879571 2.8375578049831681208	-0.2735715286895385260 1.9016417867569846327	-0.2690265466437648488 1.2932178123226672542	-0.3545468145891345834 0.9383338842874166870	-0.4848755073567317931 0.8446313231617961526	-0.5004637859041466402 0.8665644943436404555	-0.5000003948677806365 0.8660257189862528999	-0.5000000000002438603 0.8660254037845141202	|-0.500000000 0.866025404
-0.5000000000000000000 4.5000000000000000000	-0.3491969066032123736 3.0035693039857227840	-0.2682818552211287940 2.0107433521428272347	-0.2570241684293054402 1.3617330733406694466	-0.3329841844059174509 0.9710925203450088576	-0.4717237543828883220 0.8414812988482494136	-0.5013738091791040053 0.8665512049387674864	-0.5000020542883780350 0.8660247346260784214	-0.4999999999995052236 0.8660254037797970722	|-0.500000000 0.866025404
-0.5000000000000000000 4.7500000000000000000	-0.3476249452680302746 3.1697091386751735786	-0.2637536401719475592 2.1202446310390916963	-0.2466295789228838214 1.4313864473557706533	-0.3133096860544418851 1.0071352822582184954	-0.4556255783935611654 0.8413975177738120225	-0.5027252512471198014 0.8658329217590925768	-0.5000028045511522093 0.8660184995354672465	-0.4999999999465597290 0.8660254037995455367	|-0.500000000 0.866025404
